ID,人数,順位,ゲームの時間,送ったライン合計,APM,日付,(JST),リプレイ
61WMC2,5,2/5,1:39.360,70,49.52,2021-01-12,20:01:00,---
Q4R4ZD,5,1/5,2:02.200,93,52.05,2021-01-12,19:59:13,---
OYGPWN,5,2/5,2:21.420,86,50.91,2021-01-12,17:24:34,---
601CB3,3,2/3,49.27,21,36.53,2021-01-12,17:07:42,---
B4P914,3,2/3,56.41,27,30.85,2021-01-12,17:06:48,---
CMTZS0,4,3/4,48.73,1,12.31,2021-01-12,17:05:34,---
QGPHNS,4,2/4,2:00.560,59,38.82,2021-01-12,17:04:15,---
PZSHVF,5,3/5,1:58.720,49,28.81,2021-01-12,17:02:10,---
IQ27YG,3,2/3,1:16.450,37,40.81,2021-01-12,16:46:45,---
MD98FL,3,3/3,26.86,12,51.38,2021-01-12,16:45:25,---
YTDIQY,3,2/3,30.08,16,41.89,2021-01-12,16:44:44,---
WX258E,4,3/4,26.3,0,2.28,2021-01-12,16:44:07,---
U0326C,4,4/4,37.05,16,40.49,2021-01-12,16:43:19,---
U1UF8Z,3,3/3,17.88,0,13.42,2021-01-12,16:40:56,---
BRK3WP,4,2/4,1:36.340,65,53.56,2021-01-12,16:25:12,---
WZ6K2N,4,1/4,2:09.820,88,49.45,2021-01-12,16:23:31,---
X6S6FR,6,2/6,2:33.650,70,35.54,2021-01-12,16:21:19,---
L9OUQG,5,4/5,32.69,0,1.84,2021-01-12,16:18:41,---
B2NMNQ,5,4/5,59.95,23,28.02,2021-01-12,16:16:46,---
9W6E7W,5,1/5,2:41.390,77,33.83,2021-01-12,14:43:30,---
PW9ZKW,4,3/4,49.45,14,23.05,2021-01-12,14:40:44,---
BIG2AB,3,3/3,51.61,2,13.95,2021-01-12,14:39:04,---
6CZ55E,4,1/4,1:47.750,86,51.23,2021-01-12,14:37:39,---
0VCYD4,43,5/43,2:27.470,84,39.47,2021-01-12,14:25:05,---
W5IX2K,37,3/37,2:58.660,106,38.28,2021-01-12,14:00:44,---
HCN1ND,36,14/36,2:15.650,61,30.96,2021-01-12,13:57:39,---
W5UXS1,36,10/36,2:12.700,84,43.41,2021-01-12,13:54:36,---
JGFYMD,37,6/37,2:22.840,87,46.21,2021-01-12,13:51:28,---
VSVH7L,3,2/3,1:03.160,29,40.85,2021-01-10,14:53:05,---
9O8BYK,37,2/37,3:02.060,85,32.3,2021-01-10,14:46:12,---
OPJ9SB,39,4/39,2:53.290,104,46.05,2021-01-10,14:33:37,---
FAZQBT,42,11/42,2:17.810,71,37.88,2021-01-10,14:30:29,---
R3UGPW,3,2/3,49.32,30,49.88,2021-01-10,11:48:04,---
V5OCOV,3,1/3,1:44,75,53.65,2021-01-10,11:47:07,---
36ANM8,2,1/2,1:01.310,18,42.08,2021-01-10,11:45:19,---
3KC557,2,1/2,31.27,20,61.4,2021-01-10,11:44:14,---
XH3RHW,2,2/2,29.57,17,44.64,2021-01-10,11:43:39,---
Q2T3AU,2,2/2,12.87,1,4.66,2021-01-10,11:43:05,---
30S0CO,2,2/2,53.83,20,40.13,2021-01-10,11:42:49,---
08VFTY,3,2/3,20.1,20,62.69,2021-01-10,11:41:51,---
O5P6KL,2,1/2,23.48,18,46.0,2021-01-10,11:41:27,---
TLLXDS,2,2/2,14.01,0,0.0,2021-01-10,11:41:00,---
PI6VEC,2,2/2,1:18.050,33,36.9,2021-01-10,11:40:42,---
EF1GTV,2,2/2,24.98,12,28.82,2021-01-10,11:39:20,---
QSFJ64,2,2/2,48.47,10,21.04,2021-01-10,11:38:51,---
J4JDY6,2,2/2,33.79,6,12.43,2021-01-10,11:37:59,---
5H4GAJ,2,2/2,9.83,0,0.0,2021-01-10,11:37:21,---
GOM9TP,2,2/2,56.25,32,52.27,2021-01-10,11:37:07,---
996KQ4,2,1/2,49.45,21,43.68,2021-01-10,11:36:07,---
ZDXZ4H,2,2/2,26.54,6,24.87,2021-01-10,11:35:14,---
TCCO1E,2,2/2,51.56,35,55.86,2021-01-10,11:34:43,---
9INYV9,2,2/2,40.77,23,45.62,2021-01-10,11:33:47,---
OUMZ1P,3,3/3,34.68,4,12.11,2021-01-10,11:33:03,---
ZUPHKL,6,5/6,27.54,6,34.86,2021-01-10,10:51:41,---
HAJ58I,6,4/6,1:22.430,22,24.02,2021-01-10,10:49:35,---
PCCWVO,6,2/6,1:42.810,60,50.19,2021-01-10,10:47:44,---
M51WA6,3,2/3,1:35.280,43,32.12,2021-01-10,08:08:53,---
FN5QJN,3,1/3,2:12.850,71,39.74,2021-01-10,08:07:14,---
3EOZT2,2,1/2,40.24,27,46.22,2021-01-10,08:04:58,---
W3C4GX,3,2/3,2:55.220,52,27.05,2021-01-10,08:04:10,---
YS37NK,3,1/3,1:36.660,47,32.28,2021-01-10,08:01:10,---
168MK7,3,2/3,1:00.830,35,38.47,2021-01-10,07:59:29,---
31O18S,3,3/3,45.22,6,10.61,2021-01-10,07:58:24,---
Z9TGQM,3,2/3,1:35.180,57,47.28,2021-01-10,07:56:11,---
QCJ5CL,3,2/3,2:20.880,67,33.22,2021-01-10,07:54:31,---
5IKM7M,4,2/4,1:09.670,41,44.78,2021-01-10,07:52:03,---
99K9FW,3,2/3,1:06.100,27,29.05,2021-01-10,07:50:49,---
YZQVAR,3,2/3,2:18.890,54,28.08,2021-01-10,07:49:38,---
1BPQUL,4,2/4,2:16.460,73,36.93,2021-01-10,07:47:14,---
FYKLDF,2,1/2,45.43,30,39.62,2021-01-10,07:44:55,---
ZQQOSO,3,2/3,45.47,34,50.14,2021-01-10,07:44:05,---
EXKBC0,5,1/5,1:21.330,46,40.58,2021-01-10,07:43:13,---
UWWI2Q,2,1/2,1:46.050,35,23.2,2021-01-10,07:41:43,---
O520NW,4,3/4,16.92,10,39.01,2021-01-10,07:39:44,---
8VDOIO,2,1/2,37.81,22,46.02,2021-01-10,07:37:32,---
T9VAEW,2,2/2,15.35,4,15.64,2021-01-10,07:36:48,---
34HPKE,2,1/2,12.82,24,121.68,2021-01-10,07:36:28,---
8RJCUT,2,1/2,26.3,19,43.35,2021-01-10,07:36:11,---
QKZ7GX,2,1/2,1:02.390,44,46.16,2021-01-10,07:35:40,---
ZT4HSV,3,1/3,35.12,31,58.09,2021-01-10,07:34:32,---
4QR9YI,6,6/6,20.83,4,11.52,2021-01-05,06:49:43,---
MJRTDK,6,2/6,57.76,38,44.67,2021-01-05,06:47:19,---
R9TL2W,6,3/6,2:02.210,75,45.66,2021-01-05,06:46:17,---
91RZDL,5,5/5,32.65,21,45.94,2021-01-05,06:43:22,---
E5LSIS,5,5/5,19.85,0,0.0,2021-01-05,06:41:08,---
DU1IUU,6,3/6,2:03.700,80,47.05,2021-01-05,06:39:32,---
SSS9XA,4,3/4,1:10.630,45,39.08,2021-01-05,06:36:39,---
NGX0QC,6,4/6,1:17.660,50,40.95,2021-01-05,06:34:53,---
SATZIX,5,1/5,1:45.570,63,42.06,2021-01-05,06:32:02,---
2HKGCN,6,5/6,15.99,4,15.01,2021-01-05,06:30:12,---
1F72DW,7,3/7,2:46.700,71,29.51,2021-01-05,06:27:51,---
RSGUQP,35,1/35,3:02.040,94,36.91,2021-01-05,05:11:15,---
UADSKM,35,4/35,2:54.330,84,32.01,2021-01-05,05:08:07,---
WR2SUY,42,11/42,2:19.680,58,30.5,2021-01-05,05:05:02,---
QN9GY5,5,2/5,2:00.560,69,41.31,2021-01-04,11:46:55,---
COAIPA,5,1/5,2:05.060,65,37.42,2021-01-04,11:28:32,---
NL90TF,3,3/3,52.39,16,26.34,2021-01-04,11:26:22,---
A0HJ09,4,1/4,1:15.190,28,27.93,2021-01-04,11:25:09,---
TKH4BU,6,6/6,14.87,0,4.03,2021-01-04,10:43:18,---
P2JGRM,6,3/6,1:26.020,36,29.99,2021-01-04,10:42:29,---
EA7UGG,7,4/7,50.59,22,43.88,2021-01-04,10:40:54,---
KK51YB,6,6/6,18.36,0,3.27,2021-01-04,10:39:28,---
VFNHOA,6,5/6,52.43,11,34.33,2021-01-04,10:37:14,---
3GXXMW,5,5/5,51.08,24,35.24,2021-01-04,10:35:07,---
37UUWI,5,2/5,1:52.230,34,33.68,2021-01-04,10:33:01,---
R6K6H7,35,1/35,2:59.990,116,46.67,2021-01-03,23:04:35,---
WYU9WE,6,1/6,1:37.360,95,62.86,2020-12-28,00:31:06,---
UWGJYQ,44,18/44,2:14.420,58,31.25,2021-01-03,16:38:24,---
7KSGWM,38,1/38,2:58.760,115,44.64,2021-01-03,16:35:16,---
I0AFHJ,39,1/39,3:01.760,118,43.57,2021-01-03,16:32:10,---
65GT52,5,2/5,2:15.100,56,47.52,2021-01-02,22:55:34,---
R48EDT,5,2/5,50.31,32,40.55,2021-01-02,22:53:15,---
F6R32D,41,1/41,2:59.200,125,48.21,2021-01-02,22:36:16,
GTKHUH,40,1/40,2:55.980,77,37.16,2021-01-02,22:30:06,
595YQZ,45,10/45,2:22.120,38,21.53,2021-01-02,22:27:04,---
7MIPP6,44,5/44,2:30.700,71,35.83,2021-01-02,22:23:58,---
S62YEL,43,35/43,48.17,7,12.46,2021-01-02,22:20:56,---
J2RR27,44,6/44,2:23.010,60,32.72,2021-01-02,22:17:48,---
IFO8T7,43,12/43,1:57.060,29,23.07,2020-12-12,21:19:24,---
A6TWU1,34,15/34,2:20.490,90,43.99,2020-10-22,16:29:44,---
W3X9NR,45,1/45,2:58.390,109,45.41,2020-10-04,23:57:04,
66TW8C,5,3/5,30.79,20,56.51,2020-08-10,23:09:22,
9F8COR,46,3/46,3:01.520,108,38.67,2020-08-01,01:59:16,---
VJL4TT,41,23/41,1:20.550,18,15.64,2020-07-27,04:10:02,---
2XFN9F,36,19/36,2:07.790,41,23.95,2020-07-03,19:19:36,---
7KMMDU,41,16/41,2:17.260,63,35.41,2020-06-20,16:26:54,
W9M2K6,41,11/41,2:23.110,97,48.21,2020-06-15,22:42:41,
AJSV8D,44,1/44,3:00,101,37.33,2020-06-15,03:39:44,---
F5T4BZ,41,1/41,2:59.790,62,30.04,2020-06-07,03:34:49,
DA7QYR,6,3/6,2:22.660,46,21.87,2020-06-05,16:06:42,
CPNVVW,39,20/39,2:05.270,65,34.96,2020-06-04,18:04:51,---
6GZWQ9,39,1/39,2:59.090,73,30.82,2020-06-03,16:36:43,
Y34JXL,45,28/45,2:07.790,66,34.74,2020-05-25,02:34:11,---
JE6K9F,41,11/41,1:57.120,43,31.25,2020-04-23,20:48:22,---
2WR1RC,44,2/44,2:53.530,77,34.23,2020-04-01,14:43:56,---
GHWKYS,44,19/44,1:41.830,40,30.05,2020-04-01,14:41:00,---
9NZG1E,43,9/43,2:20.220,65,33.8,2020-03-31,21:48:25,---
TRNEPJ,40,6/40,2:56.740,48,21.39,2020-03-26,21:23:05,---
LNJT41,37,9/37,2:10.180,69,35.49,2020-03-12,15:20:58,---
CA2SNE,40,2/40,2:55.840,84,33.78,2020-02-29,18:43:18,---
IR64Y5,19,2/19,3:03.120,108,39.32,2020-01-13,15:07:42,
S0T0QB,19,9/19,2:09.280,44,26.45,2019-12-22,12:56:25,
G3J3AQ,20,1/20,2:57.710,76,27.35,2019-12-18,17:27:10,
JUVZ2H,17,5/17,2:58.950,76,29.84,2019-11-25,20:02:23,
3UASJD,18,11/18,1:44.880,43,26.32,2019-11-25,18:24:34,---
2L044W,17,12/17,1:34.870,21,18.34,2019-11-25,18:16:14,---
S667G0,3,3/3,1:59,44,32.27,2019-11-20,19:56:28,---
QBPO84,24,10/24,2:20.770,47,22.16,2019-10-11,01:05:47,---
